ym,Nivel General,Alimentos y bebidas no alcohólicas,Bebidas alcohólicas y tabaco,Prendas de vestir y calzado,"Vivienda, agua, electricidad, gas y otros combustibles",Equipamiento y mantenimiento del hogar,Salud,Transporte,Información y comunicación,Recreación y cultura,Educación,Restaurantes y hoteles,Seguros y servicios financieros,"Cuidado personal, protección social y otros productos",Bienes,Servicios,Estacionales ,Regulados,Resto IPCBA
2010-03,3.92769453299808,3.74560485122865,,3.26664893252262,4.27897593840394,4.33769556790884,4.47082095062522,3.89103310757354,,3.98482075262923,4.25326416758085,,,4.35024297889487,,,,,
2010-04,3.98141630532958,3.77980073034088,,3.32471545561921,4.33666598649861,4.39487969396004,4.54550890502925,3.96964832999439,,4.04575499631043,4.32352415127556,,,4.44019997561236,,,,,
2010-05,4.04438925899914,3.84867926264523,,3.41859871258846,4.38979634007035,4.47948333786544,4.61397286323294,4.03270866883465,,4.0178765841687,4.38741003335674,,,4.47115292071945,,,,,
2010-06,4.08837294571164,3.88676933439657,,3.43813511288264,4.44689164540116,4.51195381953489,4.62816357456971,4.07264688343349,,4.05272459934586,4.57167951636637,,,4.61566448318818,,,,,
2010-07,4.14826217226851,3.91062126431115,,3.47069578003961,4.52738016611058,4.56697324680812,4.69090145626909,4.18258207414501,,4.1917183970239,4.68742740703044,,,4.72728854148063,,,,,
2010-08,4.19224585898101,3.95065843238205,,3.43080896277232,4.57139113063641,4.6275848125911,4.83604504766092,4.22462230003852,,4.26997708253603,4.78984763068438,,,4.79557847662316,,,,,
2010-09,4.2587894440442,4.01345228868777,,3.6553418967089,4.58625969973298,4.73203152862783,4.88708181650368,4.25405045816397,,4.25165698312861,4.83707392900288,,,4.83581730526237,,,,,
2010-10,4.39788176696897,4.24114086455602,,3.75573728710955,4.63780407260108,4.8081567689862,4.98492303677295,4.28179700725368,,4.2731631867808,4.91689506511791,,,5.06080652500955,,,,,
2010-11,4.48130470043843,4.36332115860825,,3.80837703234664,4.6719026577292,4.82727827485821,5.09048201233065,4.31963321055784,,4.33111045773253,5.01714229958541,,,5.16256433204912,,,,,
2010-12,4.55758637112062,4.44655952626933,,3.89520547809855,4.6931151496403,4.87237616606578,5.16965124399892,4.35179398336637,,4.5178958190821,5.13636697294778,,,5.21924691277648,,,,,
2011-01,4.60773751205849,4.46615218298488,,3.88584428629092,4.75278767361453,4.92559167769071,5.21944321360161,4.45857615713588,,4.70667249558465,5.1531714226562,,,5.26877162494782,,,,,
2011-02,4.65740174871541,4.51896717065287,,3.9053806865851,4.80849524582966,4.95752098466567,5.29985724450994,4.48653290735506,,4.79628167746877,5.17562564424936,,,5.36878832882511,,,,,
2011-03,4.78123773750374,4.66366076589999,,4.12421550376921,4.87570117814614,5.12185770022606,5.40641205945969,4.50650201465448,,4.74829098228194,5.73118654624774,,,5.50594856683092,,,,,
2011-04,4.90539832914603,4.79156065539092,,4.31008264545689,4.93854566352763,5.19924568153824,5.55653484781179,4.66772628095608,,4.76880152835764,5.88720716983373,,,5.57462541378728,,,,,
2011-05,4.9907688797393,4.86287305809471,,4.42770805556143,5.0378677050927,5.28871989769406,5.62450088631946,4.77492885698452,,4.87434123146561,5.92023660546753,,,5.59319718085153,,,,,
2011-06,5.06591444043261,4.93248175151888,,4.5214556430842,5.09932445735851,5.39370778842528,5.67055845820195,4.84051160937839,,4.97390698911463,5.99397337186054,,,5.65935910101794,,,,,
2011-07,5.15404411528459,5.03044503509662,,4.55008189629303,5.13619850871799,5.4986956791565,5.71960354826059,4.9472937831479,,5.08422584858975,6.00005774158255,,,5.8191536801333,,,,,
2011-08,5.27934081691577,5.13607501043261,,4.64993460890773,5.20122371756698,5.68666368970965,5.93868821451241,5.07656747777043,,5.29749570147396,6.06988312743998,,,5.95960266855673,,,,,
2011-09,5.3806169073534,5.23756740608954,,4.81612968085474,5.30133874948386,5.80518094780314,6.04300239083004,5.16947637699508,,5.31143490754482,6.14883506788042,,,6.02363657374703,,,,,
2011-10,5.43985692820234,5.25144046736639,,4.96183866638216,5.40066079104892,5.9908038680135,6.06291917867111,5.23674073842469,,5.34289768696191,6.24039034560219,,,6.10179276014244,,,,,
2011-11,5.5154893931766,5.28831360391801,,5.09995016290629,5.44942969768566,6.19500711940137,6.14532488836356,5.30926012809099,,5.40343366761252,6.24546065370387,,,6.34535374695387,,,,,
2011-12,5.61838849788407,5.42290663700742,,5.15652432209152,5.51861810588168,6.26337552247205,6.27304129039445,5.41162807814168,,5.48049756403286,6.24589525154116,,,6.37882161885091,,,,,
2012-01,5.68330906867743,5.44505485764238,,5.1760607223857,5.57948011538363,6.41544561162397,6.37113147051174,5.49844114461177,,5.72961108967072,6.3041313617376,,,6.43124816962605,,,,,
2012-02,5.76689430357388,5.54496523753967,,5.28147588230638,5.67483720518961,6.5097904000302,6.48017588394162,5.55393424279121,,5.72323888118118,6.32615098549347,,,6.48290089677351,,,,,
2012-03,5.96230522166188,5.79589727572264,,5.4186376927051,5.82372114374323,6.551460851506,6.5576023966738,5.73996224236997,,5.6907804441876,7.23446046542303,,,6.66010650751161,,,,,
2012-04,6.08159677049467,5.93414111441122,,5.49474825218451,5.95912424631597,6.62325669430845,6.71917733803452,5.81668565462562,,5.75589644969006,7.39526166521918,,,6.90057219981233,,,,,
2012-05,6.1976422907878,6.03843246102751,,5.62241320132911,6.04357771878447,6.86714608995898,6.8190102370879,5.89761308947062,,5.95682014862579,7.41757102086657,,,6.98279096025305,,,,,
2012-06,6.28041601854933,6.13712590572508,,5.68170074944409,6.11851530703116,6.96509870966182,6.93452760656614,5.96697946219491,,5.98370290319103,7.48420935591722,,,7.03425023149359,,,,,
2012-07,6.43638768988037,6.24944902465955,4.94375554759214,5.77246360914413,6.12922067678069,7.16316864784547,7.00348948446586,6.07334123370548,7.99591067582812,6.11333751965006,7.61212598602533,7.03487906009476,9.52787586151087,7.12033811007269,5.81388310654954,7.13694119058689,6.12607116981132,5.99074935787371,6.59007558874628
2012-08,6.58509262620965,6.37884504968715,5.04218816329906,5.72840700881993,6.47018466419513,7.21972511144131,7.09053777227946,6.23234952909624,8.19706081427546,6.2224849634338,7.69820502570282,7.29089621165019,9.52031405527157,7.26191360332295,5.89588574276047,7.3593297136772,6.25372,6.11841028712051,6.74573273784076
2012-09,6.68365287470697,6.48333640044166,5.10901397579734,5.840121959642,6.49349380800883,7.37054234769688,7.30945771998978,6.32875177090109,8.20785047687417,6.28138135636662,7.74906991278497,7.37851373196407,9.87487874782515,7.44505254413292,6.00280057225066,7.44905418985196,6.34865211320755,6.1397784254923,6.8589379371822
2012-10,6.78221312320429,6.61110820758189,5.26117815695895,6.03680321108931,6.53035477962121,7.43099925705795,7.35168263572026,6.36808831784445,8.44830581478823,6.43051350727906,7.76863333089349,7.49844409664901,9.91352797971487,7.56000145379024,6.10971540174086,7.53813777691119,6.54334339622642,6.22853838488278,6.94737949916771
2012-11,6.92284879942268,6.81792528524107,5.32303718609587,6.24344964594328,6.74772609751181,7.90425334323923,7.38546256830464,6.5337450437045,8.4298092503333,6.4591512029253,7.75624316609143,7.46550985142465,9.9857852393348,7.6190994807892,6.25088449699006,7.67913338232868,6.88928245283019,6.47618962960191,7.04466521735176
2012-12,7.05944984558563,6.87314869341185,5.3907660501144,6.34782183004465,6.77157731443746,8.23969167904903,7.66349739803763,6.74427867523233,8.43597477181827,6.67042175005126,7.76732910301959,7.61526745706751,10.0891299246052,7.71716323987539,6.32717808890782,7.88229523195296,6.99762305660377,6.6312456080433,7.1820444436359
